

*******************************************************************************
Ephemeris / WWW_USER Tue May 30 06:02:44 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODYCENTRIC
*******************************************************************************
Start time      : A.D. 1980-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2023-Jan-01 00:00:00.0000 UT      
Step-size       : 1440 minutes
*******************************************************************************
Target pole/equ : IAU_MARS                        {West-longitude positive}
Target radii    : 3396.19, 3396.19, 3376.2 km     {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6.96E5               {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude positive}
Center radii    : 696000.0, 696000.0, 696000.0 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : None
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : CAL 
Calendar mode   : Gregorian
EOP file        : eop.230528.p230821                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-MAY-28. PREDICTS-> 2023-AUG-20
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass     n.a.    , Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),             delta,     deldot,
*******************************************************************************
$$SOE
 1980-May-17 00:00, , ,   191.68122,   -3.79577,  1.63353136489955, -1.3368101,
 1980-May-18 00:00, , ,   192.09581,   -3.98329,  1.63275511915827, -1.3512381,
 1980-May-19 00:00, , ,   192.51099,   -4.17079,  1.63197056086550, -1.3655953,
 1980-May-20 00:00, , ,   192.92677,   -4.35825,  1.63117773120279, -1.3798807,
 1980-May-21 00:00, , ,   193.34317,   -4.54566,  1.63037667192119, -1.3940933,
 1980-May-22 00:00, , ,   193.76019,   -4.73302,  1.62956742534502, -1.4082322,
 1980-May-23 00:00, , ,   194.17786,   -4.92032,  1.62875003437457, -1.4222963,
 1980-May-24 00:00, , ,   194.59618,   -5.10754,  1.62792454248895, -1.4362845,
 1980-May-25 00:00, , ,   195.01517,   -5.29469,  1.62709099374957, -1.4501960,
 1980-May-26 00:00, , ,   195.43485,   -5.48174,  1.62624943280358, -1.4640296,
 1980-May-27 00:00, , ,   195.85522,   -5.66869,  1.62539990488625, -1.4777844,
 1980-May-28 00:00, , ,   196.27631,   -5.85554,  1.62454245582299, -1.4914594,
 1980-May-29 00:00, , ,   196.69813,   -6.04227,  1.62367713203190, -1.5050536,
 1980-May-30 00:00, , ,   197.12070,   -6.22888,  1.62280398052690, -1.5185657,
 1980-May-31 00:00, , ,   197.54402,   -6.41535,  1.62192304892034, -1.5319949,
 1980-Jun-01 00:00, , ,   197.96811,   -6.60168,  1.62103438542420, -1.5453401,
 1980-Jun-02 00:00, , ,   198.39299,   -6.78785,  1.62013803885104, -1.5586003,
 1980-Jun-03 00:00, , ,   198.81867,   -6.97386,  1.61923405861625, -1.5717743,
 1980-Jun-04 00:00, , ,   199.24516,   -7.15969,  1.61832249474127, -1.5848613,
 1980-Jun-05 00:00, , ,   199.67249,   -7.34534,  1.61740339785647, -1.5978601,
 1980-Jun-06 00:00, , ,   200.10066,   -7.53080,  1.61647681920274, -1.6107696,
 1980-Jun-07 00:00, , ,   200.52969,   -7.71605,  1.61554281063308, -1.6235888,
 1980-Jun-08 00:00, , ,   200.95960,   -7.90109,  1.61460142461499, -1.6363166,
 1980-Jun-09 00:00, , ,   201.39039,   -8.08591,  1.61365271423334, -1.6489519,
 1980-Jun-10 00:00, , ,   201.82209,   -8.27049,  1.61269673319245, -1.6614938,
 1980-Jun-11 00:00, , ,   202.25471,   -8.45483,  1.61173353581771, -1.6739410,
 1980-Jun-12 00:00, , ,   202.68826,   -8.63891,  1.61076317705786, -1.6862926,
 1980-Jun-13 00:00, , ,   203.12276,   -8.82273,  1.60978571248820, -1.6985474,
 1980-Jun-14 00:00, , ,   203.55822,   -9.00627,  1.60880119831389, -1.7107043,
 1980-Jun-15 00:00, , ,   203.99465,   -9.18953,  1.60780969137187, -1.7227623,
 1980-Jun-16 00:00, , ,   204.43209,   -9.37248,  1.60681124913208, -1.7347202,
 1980-Jun-17 00:00, , ,   204.87052,   -9.55512,  1.60580592969920, -1.7465769,
 1980-Jun-18 00:00, , ,   205.30998,   -9.73745,  1.60479379181578, -1.7583314,
 1980-Jun-19 00:00, , ,   205.75048,   -9.91944,  1.60377489486550, -1.7699825,
 1980-Jun-20 00:00, , ,   206.19203,  -10.10108,  1.60274929887539, -1.7815292,
 1980-Jun-21 00:00, , ,   206.63464,  -10.28237,  1.60171706451737, -1.7929702,
 1980-Jun-22 00:00, , ,   207.07834,  -10.46329,  1.60067825311064, -1.8043045,
 1980-Jun-23 00:00, , ,   207.52313,  -10.64384,  1.59963292662446, -1.8155309,
 1980-Jun-24 00:00, , ,   207.96903,  -10.82399,  1.59858114768050, -1.8266483,
 1980-Jun-25 00:00, , ,   208.41606,  -11.00373,  1.59752297955415, -1.8376556,
 1980-Jun-26 00:00, , ,   208.86422,  -11.18306,  1.59645848617619, -1.8485516,
 1980-Jun-27 00:00, , ,   209.31354,  -11.36196,  1.59538773213553, -1.8593353,
 1980-Jun-28 00:00, , ,   209.76403,  -11.54042,  1.59431078268256, -1.8700054,
 1980-Jun-29 00:00, , ,   210.21571,  -11.71842,  1.59322770373144, -1.8805608,
 1980-Jun-30 00:00, , ,   210.66858,  -11.89596,  1.59213856186119, -1.8910003,
 1980-Jul-01 00:00, , ,   211.12267,  -12.07301,  1.59104342431682, -1.9013228,
 1980-Jul-02 00:00, , ,   211.57798,  -12.24957,  1.58994235901143, -1.9115271,
 1980-Jul-03 00:00, , ,   212.03454,  -12.42562,  1.58883543452911, -1.9216121,
 1980-Jul-04 00:00, , ,   212.49235,  -12.60115,  1.58772272012707, -1.9315767,
 1980-Jul-05 00:00, , ,   212.95143,  -12.77615,  1.58660428573690, -1.9414196,
 1980-Jul-06 00:00, , ,   213.41180,  -12.95060,  1.58548020196620, -1.9511396,
 1980-Jul-07 00:00, , ,   213.87347,  -13.12449,  1.58435054010100, -1.9607356,
 1980-Jul-08 00:00, , ,   214.33645,  -13.29779,  1.58321537210793, -1.9702063,
 1980-Jul-09 00:00, , ,   214.80076,  -13.47051,  1.58207477063517, -1.9795507,
 1980-Jul-10 00:00, , ,   215.26642,  -13.64262,  1.58092880901299, -1.9887676,
 1980-Jul-11 00:00, , ,   215.73342,  -13.81412,  1.57977756125542, -1.9978557,
 1980-Jul-12 00:00, , ,   216.20180,  -13.98497,  1.57862110206302, -2.0068139,
 1980-Jul-13 00:00, , ,   216.67157,  -14.15518,  1.57745950682505, -2.0156410,
 1980-Jul-14 00:00, , ,   217.14273,  -14.32472,  1.57629285162038, -2.0243358,
